UN Paris,Frequency,Type,UN_Overlap_Shell,UN_Overlap_BP
institutional arrangements,9,2-gram,0,0
to strengthen,9,2-gram,1,1
on adaptation,9,2-gram,0,0
of support,9,2-gram,1,1
including the,9,2-gram,1,1
financial resources,9,2-gram,0,0
provided to,9,2-gram,0,0
to developing,9,2-gram,1,0
actions and,9,2-gram,0,0
guidelines referred,9,2-gram,0,0
small island,9,2-gram,0,0
island developing,9,2-gram,0,0
developing states,9,2-gram,0,0
technology development,9,2-gram,1,0
support provided,9,2-gram,0,0
paris committee,9,2-gram,0,0
policies practices,9,2-gram,0,0
process referred,9,2-gram,0,0
adaptation actions,9,2-gram,0,0
adverse effects,9,2-gram,0,0
may be,9,2-gram,1,1
parties on,8,2-gram,0,0
adopted by,8,2-gram,1,0
to address,8,2-gram,1,1
needs and,8,2-gram,1,1
c above,8,2-gram,1,0
kyoto protocol,8,2-gram,0,0
to promote,8,2-gram,1,1
and other,8,2-gram,1,1
into force,8,2-gram,0,0
the work,8,2-gram,1,1
mutatis mutandis,8,2-gram,0,0
to report,8,2-gram,1,1
in conjunction,8,2-gram,0,1
conjunction with,8,2-gram,0,1
as set,8,2-gram,0,1
paragraph below,8,2-gram,0,0
in their,8,2-gram,1,1
to make,8,2-gram,1,1
impacts of,8,2-gram,1,1
party shall,8,2-gram,0,0
to facilitate,8,2-gram,0,1
inter alia,8,2-gram,0,0
modalities and,8,2-gram,0,0
and procedures,8,2-gram,1,1
anthropogenic emissions,8,2-gram,0,0
change and,8,2-gram,1,1
implementation and,8,2-gram,0,1
for adaptation,8,2-gram,0,0
executive committee,8,2-gram,1,0
purpose of,8,2-gram,0,0
agreement as,8,2-gram,0,0
mechanism of,8,2-gram,0,0
agreement in,8,2-gram,0,0
for transparency,8,2-gram,0,0
take into,8,2-gram,0,1
technical expert,8,2-gram,0,0
should be,8,2-gram,1,1
article parties,8,2-gram,0,0
member states,8,2-gram,0,0
cp and,7,2-gram,0,0
in particular,7,2-gram,1,1
framework for,7,2-gram,1,1
recognizing that,7,2-gram,0,1
to achieve,7,2-gram,1,1
and capacity,7,2-gram,0,0
adaptation efforts,7,2-gram,0,0
the depositary,7,2-gram,0,0
at the,7,2-gram,1,1
ratification acceptance,7,2-gram,0,0
that parties,7,2-gram,0,0
cp paragraph,7,2-gram,0,0
the intended,7,2-gram,0,0
communicated by,7,2-gram,0,0
second session,7,2-gram,0,0
secretariat to,7,2-gram,0,0
do so,7,2-gram,1,1
report on,7,2-gram,1,1
associated with,7,2-gram,1,1
so as,7,2-gram,1,1
as to,7,2-gram,0,1
the information,7,2-gram,1,1
to take,7,2-gram,1,1
inform the,7,2-gram,0,0
at least,7,2-gram,1,1
and or,7,2-gram,1,1
emissions and,7,2-gram,1,1
further requests,7,2-gram,0,0
above to,7,2-gram,0,0
and that,7,2-gram,1,1
advice and,7,2-gram,1,0
experiences and,7,2-gram,1,0
advice to,7,2-gram,0,0
the basis,7,2-gram,1,0
of a,7,2-gram,1,1
parties for,7,2-gram,0,0
established by,7,2-gram,0,1
lessons learned,7,2-gram,0,1
the framework,7,2-gram,1,1
committee and,7,2-gram,0,0
recommendations for,7,2-gram,0,0
adaptation and,7,2-gram,0,0
of policies,7,2-gram,0,1
loss and,7,2-gram,0,0
and damage,7,2-gram,0,0
the warsaw,7,2-gram,0,0
warsaw international,7,2-gram,0,0
international mechanism,7,2-gram,0,0
with respect,7,2-gram,1,1
respect to,7,2-gram,1,1
the purpose,7,2-gram,0,0
such as,7,2-gram,1,1
and small,7,2-gram,1,0
the climate,7,2-gram,1,1
b the,7,2-gram,0,1
support the,7,2-gram,1,1
stocktake referred,7,2-gram,0,0
date of,7,2-gram,1,0
this process,7,2-gram,0,1
the technical,7,2-gram,1,0
for developing,7,2-gram,0,1
integration organization,7,2-gram,0,0
enhanced action,6,2-gram,0,0
relevant decisions,6,2-gram,0,0
the adoption,6,2-gram,1,0
by all,6,2-gram,0,1
objective of,6,2-gram,0,1
need for,6,2-gram,1,1
their respective,6,2-gram,0,0
right to,6,2-gram,1,0
of response,6,2-gram,0,0
response measures,6,2-gram,0,0
consistent with,6,2-gram,1,1
efforts to,6,2-gram,1,1
developing countries,6,2-gram,1,0
through the,6,2-gram,1,1
and international,6,2-gram,1,1
and non,6,2-gram,1,1
of ratification,6,2-gram,0,0
acceptance approval,6,2-gram,0,0
approval or,6,2-gram,0,0
or accession,6,2-gram,0,0
work of,6,2-gram,1,0
the relevant,6,2-gram,1,1
the progress,6,2-gram,1,1
bodies and,6,2-gram,0,0
that have,6,2-gram,1,1
to communicate,6,2-gram,1,0
achieving the,6,2-gram,0,0
in its,6,2-gram,1,1
the twenty,6,2-gram,0,0
twenty second,6,2-gram,0,0
its nationally,6,2-gram,0,0
national circumstances,6,2-gram,0,0
procedures for,6,2-gram,0,1
and removals,6,2-gram,0,0
shall provide,6,2-gram,0,0
actions under,6,2-gram,0,0
low greenhouse,6,2-gram,0,0
ensure that,6,2-gram,1,0
double counting,6,2-gram,0,0
basis of,6,2-gram,1,1
the mechanism,6,2-gram,0,0
adaptation committee,6,2-gram,0,0
convention including,6,2-gram,0,0
enhancement of,6,2-gram,0,0
and sustainable,6,2-gram,0,1
a recommendation,6,2-gram,1,0
global environment,6,2-gram,0,1
environment facility,6,2-gram,0,0
the kyoto,6,2-gram,0,0
apply mutatis,6,2-gram,0,0
mutandis to,6,2-gram,0,0
the development,6,2-gram,1,1
action and,6,2-gram,1,0
on a,6,2-gram,1,1
progress made,6,2-gram,0,1
the transparency,6,2-gram,1,0
by,6,2-gram,1,0
expert meetings,6,2-gram,0,0
serve as,6,2-gram,0,0
efforts and,6,2-gram,1,0
response to,6,2-gram,1,1
those that,6,2-gram,1,1
are particularly,6,2-gram,0,0
particularly vulnerable,6,2-gram,0,0
vulnerable to,6,2-gram,1,0
article in,6,2-gram,0,0
are encouraged,6,2-gram,0,1
encouraged to,6,2-gram,0,1
to implement,6,2-gram,1,1
parties recognize,6,2-gram,0,0
on its,5,2-gram,1,1
parties at,5,2-gram,0,0
agreement the,5,2-gram,1,0
the durban,5,2-gram,0,0
platform for,5,2-gram,0,1
for enhanced,5,2-gram,0,0
parties including,5,2-gram,1,0
will be,5,2-gram,1,1
action to,5,2-gram,1,1
indigenous peoples,5,2-gram,1,1
greenhouse gases,5,2-gram,1,1
building support,5,2-gram,0,0
to sustainable,5,2-gram,1,0
contained in,5,2-gram,1,1
the secretary,5,2-gram,0,0
secretary general,5,2-gram,0,0
invites the,5,2-gram,0,0
entry into,5,2-gram,0,1
and requests,5,2-gram,0,1
of any,5,2-gram,1,1
with decision,5,2-gram,0,0
to establish,5,2-gram,0,1
the first,5,2-gram,1,1
work programme,5,2-gram,0,0
resulting from,5,2-gram,0,1
this decision,5,2-gram,1,0
its work,5,2-gram,1,1
and shall,5,2-gram,0,0
adoption at,5,2-gram,0,0
towards achieving,5,2-gram,0,0
the objective,5,2-gram,0,1
its article,5,2-gram,0,0
a manner,5,2-gram,1,1
clarity transparency,5,2-gram,0,0
transparency and,5,2-gram,1,1
and understanding,5,2-gram,1,1
contributions communicated,5,2-gram,0,0
to do,5,2-gram,1,1
synthesis report,5,2-gram,0,0
gas emission,5,2-gram,0,0
level of,5,2-gram,1,1
above pre,5,2-gram,0,0
pre industrial,5,2-gram,0,0
industrial levels,5,2-gram,0,0
to decision,5,2-gram,0,0
of nationally,5,2-gram,0,0
the intergovernmental,5,2-gram,1,1
intergovernmental panel,5,2-gram,1,1
panel on,5,2-gram,1,1
when the,5,2-gram,1,0
up to,5,2-gram,1,1
including those,5,2-gram,1,1
session also,5,2-gram,0,0
as referred,5,2-gram,0,0
mitigation actions,5,2-gram,0,0
the mitigation,5,2-gram,0,0
and lessons,5,2-gram,0,0
mechanism referred,5,2-gram,0,0
to undertake,5,2-gram,0,0
non market,5,2-gram,0,0
market approaches,5,2-gram,0,0
transfer and,5,2-gram,0,0
climate finance,5,2-gram,0,0
paragraph c,5,2-gram,0,0
the review,5,2-gram,0,0
mechanism to,5,2-gram,0,0
the efforts,5,2-gram,0,0
of and,5,2-gram,0,0
achievement of,5,2-gram,1,0
role of,5,2-gram,1,0
sustainable management,5,2-gram,0,0
management of,5,2-gram,1,1
and enhancement,5,2-gram,1,0
fourth session,5,2-gram,0,0
subject to,5,2-gram,1,1
country driven,5,2-gram,0,0
technology executive,5,2-gram,0,0
technology mechanism,5,2-gram,0,0
climate technology,5,2-gram,0,0
technology centre,5,2-gram,1,0
centre and,5,2-gram,0,0
and network,5,2-gram,0,0
inter alia,5,2-gram,0,0
alia,5,2-gram,0,0
parties with,5,2-gram,0,0
a the,5,2-gram,0,1
assessment of,5,2-gram,1,1
report to,5,2-gram,1,1
review of,5,2-gram,1,1
building activities,5,2-gram,0,0
the period,5,2-gram,1,1
bodies established,5,2-gram,0,0
convention that,5,2-gram,0,0
good practices,5,2-gram,0,0
over time,5,2-gram,1,1
opportunities to,5,2-gram,1,1
public awareness,5,2-gram,0,0
transparency of,5,2-gram,1,0
building initiative,5,2-gram,0,0
initiative for,5,2-gram,0,0
those developing,5,2-gram,0,0
environmental integrity,5,2-gram,0,0
adaptation action,5,2-gram,0,0
under paragraph,5,2-gram,0,0
article and,5,2-gram,0,0
of article,5,2-gram,0,0
including by,5,2-gram,0,0
and enhance,5,2-gram,1,1
technical examination,5,2-gram,0,0
examination process,5,2-gram,0,0
paragraph a,5,2-gram,0,0
stakeholders to,5,2-gram,1,1
the summary,5,2-gram,0,0
summary for,5,2-gram,0,0
for policymakers,5,2-gram,0,0
on which,5,2-gram,1,1
initiatives and,5,2-gram,0,0
action on,5,2-gram,0,1
of different,5,2-gram,1,1
different national,5,2-gram,0,1
provided for,5,2-gram,0,0
support shall,5,2-gram,0,0
integration organizations,5,2-gram,0,0
is hereby,5,2-gram,0,0
are parties,5,2-gram,0,0
report of,4,2-gram,1,1
twenty first,4,2-gram,0,0
durban platform,4,2-gram,0,0
decisions of,4,2-gram,0,0
cp cp,4,2-gram,0,0
action agenda,4,2-gram,0,0
that climate,4,2-gram,0,0
and their,4,2-gram,1,1
participation in,4,2-gram,0,1
an effective,4,2-gram,1,1
global greenhouse,4,2-gram,1,0
is a,4,2-gram,1,1
the right,4,2-gram,1,1
local communities,4,2-gram,1,1
impact of,4,2-gram,1,1
the urgent,4,2-gram,0,0
terms of,4,2-gram,1,1
global average,4,2-gram,0,1
average temperature,4,2-gram,0,1
levels and,4,2-gram,1,1
finance technology,4,2-gram,0,0
regional and,4,2-gram,0,1
climate action,4,2-gram,1,0
open for,4,2-gram,0,0
for signature,4,2-gram,0,0
agreement on,4,2-gram,0,0
instruments of,4,2-gram,0,0
as soon,4,2-gram,1,0
soon as,4,2-gram,1,0
as possible,4,2-gram,1,1
agreement further,4,2-gram,0,0
further decides,4,2-gram,0,0
have not,4,2-gram,1,1
so to,4,2-gram,0,0
convention as,4,2-gram,0,0
article as,4,2-gram,0,0
manner that,4,2-gram,1,1
understanding of,4,2-gram,1,1
continue to,4,2-gram,1,1
operating entities,4,2-gram,0,0
and any,4,2-gram,0,0
emission reduction,4,2-gram,0,0
adaptation needs,4,2-gram,0,0
a facilitative,4,2-gram,0,0
the long,4,2-gram,1,1
to inform,4,2-gram,1,1
provide a,4,2-gram,1,1
the impacts,4,2-gram,1,1
invites parties,4,2-gram,0,0
their first,4,2-gram,0,1
the party,4,2-gram,0,0
by a,4,2-gram,1,1
contribution and,4,2-gram,0,0
every five,4,2-gram,0,1
five years,4,2-gram,1,1
agreement also,4,2-gram,0,0
contributions and,4,2-gram,0,0
agreement with,4,2-gram,1,1
facilitating the,4,2-gram,0,0
information to,4,2-gram,1,1
provided by,4,2-gram,1,1
including as,4,2-gram,0,0
implementation to,4,2-gram,0,0
develop modalities,4,2-gram,0,0
use of,4,2-gram,1,1
public registry,4,2-gram,0,0
and implementation,4,2-gram,1,1
serve the,4,2-gram,0,0
of mitigation,4,2-gram,0,0
best practices,4,2-gram,1,1
emissions by,4,2-gram,1,1
mitigation of,4,2-gram,0,0
emission reductions,4,2-gram,1,1
approaches to,4,2-gram,1,1
technology transfer,4,2-gram,0,0
recognize the,4,2-gram,0,1
and with,4,2-gram,1,1
ways to,4,2-gram,1,1
the needs,4,2-gram,1,1
needs of,4,2-gram,1,1
provide information,4,2-gram,0,0
adaptation in,4,2-gram,0,0
national adaptation,4,2-gram,0,0
adaptation plans,4,2-gram,0,0
damage associated,4,2-gram,0,0
change impacts,4,2-gram,0,1
following the,4,2-gram,1,1
the executive,4,2-gram,1,0
and implement,4,2-gram,0,1
and expert,4,2-gram,0,0
organizations and,4,2-gram,0,1
to initiate,4,2-gram,0,0
that in,4,2-gram,0,1
should enhance,4,2-gram,0,0
plans and,4,2-gram,0,1
contribute to,4,2-gram,1,1
as defined,4,2-gram,1,1
defined in,4,2-gram,0,0
recognizes the,4,2-gram,0,1
policy approaches,4,2-gram,0,0
of forests,4,2-gram,0,0
public and,4,2-gram,1,0
modalities for,4,2-gram,0,0
of financial,4,2-gram,0,1
provided and,4,2-gram,0,0
making a,4,2-gram,1,0
operation of,4,2-gram,0,1
of technology,4,2-gram,1,1
relating to,4,2-gram,1,1
the scope,4,2-gram,0,1
with regard,4,2-gram,1,1
activities under,4,2-gram,1,0
period –,4,2-gram,0,0
review the,4,2-gram,1,1
education training,4,2-gram,0,0
and public,4,2-gram,1,1
enhancing the,4,2-gram,1,0
to assist,4,2-gram,1,0
of that,4,2-gram,0,0
article including,4,2-gram,0,0
for in,4,2-gram,0,0
to those,4,2-gram,1,1
that need,4,2-gram,0,0
need it,4,2-gram,0,0
their capacities,4,2-gram,0,0
obligations under,4,2-gram,0,0
information and,4,2-gram,1,1
support and,4,2-gram,1,0
transparency framework,4,2-gram,0,0
cp paragraphs,4,2-gram,0,0
biennial update,4,2-gram,0,0
update reports,4,2-gram,0,0
the committee,4,2-gram,1,0
mitigation efforts,4,2-gram,0,0
ambition in,4,2-gram,0,0
the existing,4,2-gram,1,1
made in,4,2-gram,0,1
mitigation outcomes,4,2-gram,0,0
co benefits,4,2-gram,0,0
process on,4,2-gram,0,0
engage in,4,2-gram,0,1
identified during,4,2-gram,1,0
to improve,4,2-gram,1,1
specific policies,4,2-gram,0,0
the meetings,4,2-gram,0,0
policymakers referred,4,2-gram,0,0
a technical,4,2-gram,0,0
and should,4,2-gram,1,0
the non,4,2-gram,1,1
and paragraph,4,2-gram,0,0
president of,4,2-gram,0,0
serve for,4,2-gram,1,0
for a,4,2-gram,1,1
actions including,4,2-gram,0,0
strategies and,4,2-gram,0,0
of all,4,2-gram,1,1
and efforts,4,2-gram,0,0
policies and,4,2-gram,1,1
equity and,4,2-gram,0,0
common but,4,2-gram,0,0
but differentiated,4,2-gram,0,0
differentiated responsibilities,4,2-gram,0,0
responsibilities and,4,2-gram,0,1
and respective,4,2-gram,0,0
respective capabilities,4,2-gram,0,0
capabilities in,4,2-gram,0,1
best available,4,2-gram,0,1
circumstances of,4,2-gram,0,0
noting the,4,2-gram,0,0
global response,4,2-gram,0,0
of sustainable,4,2-gram,0,0
parties are,4,2-gram,0,1
and guidance,4,2-gram,0,1
of paragraph,4,2-gram,0,0
shall take,4,2-gram,0,0
agreement including,4,2-gram,0,0
hereby established,4,2-gram,0,0
it shall,4,2-gram,0,0
shall not,4,2-gram,0,0
and ecosystems,4,2-gram,0,0
serve this,4,2-gram,0,0
other parties,4,2-gram,0,0
on technology,4,2-gram,0,1
that is,4,2-gram,1,1
the functions,4,2-gram,0,0
as may,4,2-gram,0,0
after the,4,2-gram,0,1
its member,4,2-gram,0,0
held in,3,2-gram,0,0
decisions cp,3,2-gram,0,0
and cp,3,2-gram,0,0
the third,3,2-gram,0,1
urgent and,3,2-gram,0,0
of global,3,2-gram,1,1
also recognizing,3,2-gram,0,0
reductions in,3,2-gram,1,1
be required,3,2-gram,0,0
achieve the,3,2-gram,1,0
emphasizing the,3,2-gram,0,0
in addressing,3,2-gram,0,1
addressing climate,3,2-gram,1,1
when taking,3,2-gram,0,1
taking action,3,2-gram,0,1
address climate,3,2-gram,0,1
respective obligations,3,2-gram,0,0
of indigenous,3,2-gram,0,1
the specific,3,2-gram,0,1
specific needs,3,2-gram,0,0
arising from,3,2-gram,0,1
the impact,3,2-gram,1,1
between the,3,2-gram,1,1
effect of,3,2-gram,1,0
by and,3,2-gram,1,0
the increase,3,2-gram,1,1
increase in,3,2-gram,1,1
temperature to,3,2-gram,1,0
the temperature,3,2-gram,0,0
temperature increase,3,2-gram,1,1
technology and,3,2-gram,1,1
by developed,3,2-gram,0,0
action by,3,2-gram,1,0
by developing,3,2-gram,0,0
international cooperation,3,2-gram,0,0
private sector,3,2-gram,1,1
financial institutions,3,2-gram,0,0
communities and,3,2-gram,1,1
nations framework,3,2-gram,0,1
framework convention,3,2-gram,0,1
to as,3,2-gram,1,0
general of,3,2-gram,0,0
depositary of,3,2-gram,0,0
in new,3,2-gram,1,1
new york,3,2-gram,0,0
to convene,3,2-gram,0,0
invites all,3,2-gram,0,0
convention to,3,2-gram,0,0
where appropriate,3,2-gram,1,1
notification of,3,2-gram,0,0
establish the,3,2-gram,0,0
shall prepare,3,2-gram,0,0
force of,3,2-gram,0,0
progress of,3,2-gram,1,1
work and,3,2-gram,1,1
the sessions,3,2-gram,0,1
by decision,3,2-gram,0,0
welcomes the,3,2-gram,1,1
done so,3,2-gram,1,0
in advance,3,2-gram,0,1
advance of,3,2-gram,0,0
parties the,3,2-gram,0,0
the operating,3,2-gram,0,1
entities of,3,2-gram,0,0
mechanism and,3,2-gram,0,0
provide support,3,2-gram,0,0
the preparation,3,2-gram,1,1
takes note,3,2-gram,0,0
note of,3,2-gram,0,0
the synthesis,3,2-gram,0,0
in and,3,2-gram,1,1
contributions in,3,2-gram,0,0
reducing emissions,3,2-gram,1,1
the special,3,2-gram,0,0
above so,3,2-gram,0,0
information in,3,2-gram,0,0
stock of,3,2-gram,0,0
progress towards,3,2-gram,1,0
to article,3,2-gram,0,0
change to,3,2-gram,1,0
prior to,3,2-gram,0,1
that party,3,2-gram,0,0
years thereafter,3,2-gram,0,0
of these,3,2-gram,1,1
further guidance,3,2-gram,0,0
the nationally,3,2-gram,0,0
contributions for,3,2-gram,0,1
accounting for,3,2-gram,0,1
for anthropogenic,3,2-gram,0,0
and how,3,2-gram,1,1
the operation,3,2-gram,0,1
add a,3,2-gram,0,0
to include,3,2-gram,1,1
of anthropogenic,3,2-gram,0,0
the guidance,3,2-gram,1,0
the second,3,2-gram,1,1
agreement by,3,2-gram,1,0
of information,3,2-gram,0,1
emission development,3,2-gram,0,0
development strategies,3,2-gram,0,0
develop and,3,2-gram,0,1
by sources,3,2-gram,0,0
sources and,3,2-gram,1,0
removals by,3,2-gram,0,0
by sinks,3,2-gram,0,0
contributions under,3,2-gram,0,0
rules modalities,3,2-gram,0,0
authorized by,3,2-gram,0,0
with and,3,2-gram,1,1
learned from,3,2-gram,0,1
how to,3,2-gram,1,1
mitigation adaptation,3,2-gram,0,0
adaptation finance,3,2-gram,0,0
building and,3,2-gram,0,0
facilitate the,3,2-gram,0,0
of non,3,2-gram,0,1
decision on,3,2-gram,0,0
countries expert,3,2-gram,0,0
expert group,3,2-gram,0,0
and make,3,2-gram,0,0
a to,3,2-gram,0,0
review in,3,2-gram,0,0
arrangements under,3,2-gram,0,0
parties b,3,2-gram,0,0
b to,3,2-gram,0,0
to consider,3,2-gram,1,0
methodologies for,3,2-gram,0,0
undue burden,3,2-gram,0,0
burden on,3,2-gram,0,0
to parties,3,2-gram,0,0
secretariat on,3,2-gram,0,0
and climate,3,2-gram,1,1
cooperation on,3,2-gram,0,0
the standing,3,2-gram,0,0
standing committee,3,2-gram,0,0
on finance,3,2-gram,0,0
taking the,3,2-gram,1,0
mobilization of,3,2-gram,0,0
the green,3,2-gram,0,0
green climate,3,2-gram,0,0
climate fund,3,2-gram,0,0
committee of,3,2-gram,1,0
serves as,3,2-gram,0,0
as a,3,2-gram,1,1
transfer in,3,2-gram,0,0
existing bodies,3,2-gram,0,0
as relevant,3,2-gram,0,1
relevant organizations,3,2-gram,0,0
outside the,3,2-gram,1,1
adverse impacts,3,2-gram,1,0
annual report,3,2-gram,0,1
change actions,3,2-gram,0,0
to contribute,3,2-gram,1,1
and transparency,3,2-gram,1,1
and priorities,3,2-gram,0,1
including for,3,2-gram,0,0
incentives for,3,2-gram,1,1
the role,3,2-gram,1,1
and private,3,2-gram,1,0
fund and,3,2-gram,0,0
parties decides,3,2-gram,0,0
initiate at,3,2-gram,0,0
to identify,3,2-gram,1,1
be undertaken,3,2-gram,0,0
consideration by,3,2-gram,0,0
the entities,3,2-gram,0,0
entities entrusted,3,2-gram,0,0
entrusted with,3,2-gram,0,0
recommendation to,3,2-gram,1,0
convention in,3,2-gram,0,0
resources to,3,2-gram,1,1
driven strategies,3,2-gram,0,0
the results,3,2-gram,1,1
results of,3,2-gram,1,1
technology needs,3,2-gram,0,0
needs assessments,3,2-gram,0,0
its forty,3,2-gram,0,0
forty fourth,3,2-gram,0,0
parties making,3,2-gram,0,0
into consideration,3,2-gram,0,1
c the,3,2-gram,0,1
the assessment,3,2-gram,1,0
enabling environments,3,2-gram,0,0
on their,3,2-gram,1,0
the effectiveness,3,2-gram,1,1
effectiveness and,3,2-gram,0,1
scope of,3,2-gram,1,1
in decision,3,2-gram,0,0
and needs,3,2-gram,0,0
in implementing,3,2-gram,1,1
building in,3,2-gram,1,1
regard to,3,2-gram,1,1
building will,3,2-gram,0,0
work on,3,2-gram,1,1
convention f,3,2-gram,0,0
development of,3,2-gram,1,1
on an,3,2-gram,1,1
to date,3,2-gram,1,1
meetings of,3,2-gram,0,0
the terms,3,2-gram,1,1
paragraphs –,3,2-gram,0,0
for capacity,3,2-gram,0,0
arrangements for,3,2-gram,0,0
training and,3,2-gram,1,1
contribution to,3,2-gram,1,1
training public,3,2-gram,0,0
awareness public,3,2-gram,0,0
public participation,3,2-gram,0,0
public access,3,2-gram,0,0
to information,3,2-gram,0,0
of action,3,2-gram,0,0
to build,3,2-gram,1,1
support developing,3,2-gram,0,0
contributions to,3,2-gram,0,1
to assess,3,2-gram,1,1
assess the,3,2-gram,1,1
as an,3,2-gram,1,1
review and,3,2-gram,1,1
states shall,3,2-gram,0,0
developing the,3,2-gram,0,1
reporting and,3,2-gram,1,0
it in,3,2-gram,0,0
with their,3,2-gram,1,1
for reporting,3,2-gram,0,1
their national,3,2-gram,0,0
and mitigation,3,2-gram,1,0
on financial,3,2-gram,0,0
on support,3,2-gram,0,0
the use,3,2-gram,1,1
reports of,3,2-gram,0,1
framework shall,3,2-gram,0,0
biennial reports,3,2-gram,0,0
to,3,2-gram,1,1
shall consist,3,2-gram,0,0
consist of,3,2-gram,0,0
be elected,3,2-gram,0,0
elected by,3,2-gram,0,0
states and,3,2-gram,0,0
the effective,3,2-gram,0,0
resolves to,3,2-gram,0,0
ensure the,3,2-gram,1,0
highest possible,3,2-gram,0,0
urging all,3,2-gram,0,0
the cancun,3,2-gram,0,0
their mitigation,3,2-gram,0,0
promote the,3,2-gram,1,1
party and,3,2-gram,0,0
internationally transferred,3,2-gram,0,0
transferred mitigation,3,2-gram,0,0
used to,3,2-gram,1,1
and environmental,3,2-gram,1,1
on mitigation,3,2-gram,0,0
scientific knowledge,3,2-gram,0,0
organizations to,3,2-gram,0,1
to engage,3,2-gram,1,1
events and,3,2-gram,0,1
actions identified,3,2-gram,0,0
during this,3,2-gram,1,1
in consultation,3,2-gram,0,0
consultation with,3,2-gram,1,0
during the,3,2-gram,1,1
the high,3,2-gram,1,0
and relevant,3,2-gram,0,0
on specific,3,2-gram,1,1
meetings referred,3,2-gram,0,0
a above,3,2-gram,0,0
their implementation,3,2-gram,0,0
be made,3,2-gram,1,0
champions referred,3,2-gram,0,0
level event,3,2-gram,0,0
above should,3,2-gram,0,0
should take,3,2-gram,0,0
to conduct,3,2-gram,1,1
to scale,3,2-gram,0,1
scale up,3,2-gram,0,0
up their,3,2-gram,1,0
financial support,3,2-gram,0,0
support with,3,2-gram,0,0
the lima,3,2-gram,0,0
lima paris,3,2-gram,0,0
paris action,3,2-gram,0,0
build on,3,2-gram,0,1
of those,3,2-gram,1,1
for climate,3,2-gram,0,1
the processes,3,2-gram,0,1
processes referred,3,2-gram,0,0
level engagement,3,2-gram,0,0
new or,3,2-gram,0,1
or strengthened,3,2-gram,0,0
strengthened voluntary,3,2-gram,0,0
voluntary efforts,3,2-gram,1,0
efforts initiatives,3,2-gram,0,0
and coalitions,3,2-gram,0,0
opportunities for,3,2-gram,1,1
the president,3,2-gram,0,0
the organization,3,2-gram,0,1
two years,3,2-gram,1,1
should appoint,3,2-gram,0,0
appoint one,3,2-gram,0,0
one champion,3,2-gram,0,0
champion who,3,2-gram,0,0
who should,3,2-gram,0,0
should serve,3,2-gram,0,0
day of,3,2-gram,0,1
above will,3,2-gram,0,0
economic diversification,3,2-gram,0,0
cooperative action,3,2-gram,0,0
resilience and,3,2-gram,0,0
guided by,3,2-gram,0,0
of equity,3,2-gram,0,1
the best,3,2-gram,1,1
special circumstances,3,2-gram,0,0
parties especially,3,2-gram,0,0
